Data;Õtem;Respons·vel;Curso;Valor
13/04/2011;MONITOR COLOR LCD 22THINKVISION/LENOVO;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 730,32 
14/03/2011;MULT√çMETRO DIGITAL TRUE RMS/ POLITERM;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 146,00 
31/01/2011;CADEIRA GIRAT.C/BRA√áO ROYAL /STILOFLEX;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 233,00 
18/11/2010;SUTA UNIVERSAL 8P / ECCOFER;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 7,20 
29/10/2010;ARCO SERRA P/ L√ÇMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 7,60 
29/10/2010;ARCO SERRA P/ L√ÇMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 7,60 
29/10/2010;ARCO SERRA P/ L√ÇMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 7,60 
29/10/2010;ARCO SERRA P/ L√ÇMINA DE 10P E 12P/BRASFORT;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 7,60 
29/10/2010;CORTADOR DE TUBOS PEQUENO/STANLEY;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 33,75 
25/10/2010;MOTOR MONOF.C/CAPACITOR PERMAN./VOGES;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 303,20 
25/10/2010;MOTOR MONOF.C/CAPACITOR PERMAN./VOGES;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 303,20 
23/08/2010;PARAFUSADEIRA DE 5MM /MAKITA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 258,00 
15/07/2010;MESA P/REFEIT√ìRIO 1400X700MM BRANCA;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 193,00 
15/07/2010;MESA P/REFEIT√ìRIO 1400X700MM BRANCA;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 193,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
15/07/2010;CADEIRA P/REFEIT√ìRIO C/ASS.MDF BRANCA;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 64,00 
07/05/2010;MICR√îMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 40,00 
07/05/2010;MICR√îMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 40,00 
07/05/2010;MICR√îMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 40,00 
07/05/2010;MICR√îMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 40,00 
07/05/2010;MICR√îMETRO M.EXT. 0 A 25MM-0,01/PANTEC;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 40,00 
05/05/2010;REL√ìGIO COMPARADOR-5MM-0,001MM/MITUTOYO;Tatiana;Aprendizagem Ind˙strial em Mec‚nica;R$ 240,51 
05/05/2010;REL√ìGIO COMPARADOR-5MM-0,001MM/MITUTOYO;Tatiana;Aprendizagem Ind˙strial Almoxarifado;R$ 240,51 
28/04/2010;REL√ìGIO COMPARADOR - 10MM - 0,01MM/MAHR;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 76,00 
05/04/2010;PAQU√çMETRO QUADR.DIG.150MM-0,01/STARRETT;Tatiana;Aprendizagem Ind˙strial AdministraÁ„o;R$ 335,00 
31/01/2022;MAQUINA DE SERRAR METAIS RONEMAK AC 250R;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 5.000,00 
18/11/2021;CADEIRA GIRAT√ìRIA COM BRA√áO;Wellington;TÈcnico em EletrÙnica;R$ 117,00 
02/10/2021;GERADOR FUN√á√ÉO DE BANCADA 20MHZ/MINIPA;Wellington;TÈcnico em EletrÙnica;R$ 1.149,99 
02/10/2021;GERADOR FUN√á√ÉO DE BANCADA 20MHZ/MINIPA;Wellington;TÈcnico em EletrÙnica;R$ 1.149,99 
02/10/2021;GERADOR FUN√á√ÉO DE BANCADA 20MHZ/MINIPA;Wellington;TÈcnico em EletrÙnica;R$ 1.149,99 
02/10/2021;GERADOR FUN√á√ÉO DE BANCADA 20MHZ/MINIPA;Wellington;TÈcnico em EletrÙnica;R$ 1.149,99 
02/10/2021;GERADOR FUN√á√ÉO DE BANCADA 20MHZ/MINIPA;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.149,99 
02/10/2021;OSCILOSC√ìPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.839,90 
02/10/2021;OSCILOSC√ìPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;TÈcnico em MecatrÙnica;R$ 1.839,90 
02/10/2021;OSCILOSC√ìPIO DIGITAL 60 MHZ/MIT MEASTECH;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.839,90 
12/08/2021;CONJUNTO DID√ÅTICO B√ÅSICO DE AUTOMA√á√ÉO IN;Wellington;TÈcnico em MecatrÙnica;R$ 8.769,00 
12/08/2021;CONJUNTO ESTUDO ELETR√îN.ANAL. DIDATECH;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 2.874,00 
14/07/2021;CONJUNTO PARA ESTUDO DE ELETR√îNICA DE PO;Wellington;TÈcnico em EletrÙnica;R$ 3.778,68 
13/07/2021;CONJUNTO PARA ESTUDO DE ELETR√îNICA DIGIT;Wellington;TÈcnico em EletrÙnica;R$ 1.673,05 
13/07/2021;CONJUNTO PARA ESTUDO DE ELETR√îNICA DIGIT;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.673,05 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em EletrÙnica;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em MecatrÙnica;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em MecatrÙnica;R$ 50,00 
26/06/2021;MULT√çMETRO ANAL√ìGICO (ANEXO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 50,00 
26/06/2021;MULT√çMETRO DIGITAL (ANEXO);Wellington;TÈcnico em EletrÙnica;R$ 115,50 
26/06/2021;MULT√çMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;TÈcnico em EletrÙnica;R$ 162,75 
26/06/2021;MULT√çMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 162,75 
26/06/2021;MULT√çMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;TÈcnico em EletrÙnica;R$ 162,75 
26/06/2021;MULT√çMETRO DIGITAL TRUE RMS CATEGORIA II;Wellington;TÈcnico em MecatrÙnica;R$ 162,75 
04/06/2021;PAINEL DE FERRAMENTAS PARA BANCADA DC 99;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 394,00 
12/05/2021;CHAVE DE PARTIDA SUAVE SOFT START;Wellington;TÈcnico em MecatrÙnica;R$ 556,70 
12/05/2021;CHAVE DE PARTIDA SUAVE SOFT START;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 556,70 
11/05/2021;INVERSOR DE FREQ√ú√äNCIA TRIF√ÅSICO 1CV;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;INVERSOR DE FREQ√ú√äNCIA TRIF√ÅSICO 1CV;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;INVERSOR DE FREQ√ú√äNCIA TRIF√ÅSICO 1CV;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 530,74 
11/05/2021;CHAVE DE PARTIDA SUAVE SOFT START (ANEXO;Wellington;TÈcnico em MecatrÙnica;R$ 556,70 
08/05/2021;SISTEMA DE DESENVOLVIMENTO DE L√ìGICA CPLD;Wellington;TÈcnico em MecatrÙnica;R$ 831,60 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;TÈcnico em EletrÙnica;R$ 312,00 
04/05/2021;CARTEIRA  P/ DESENHO C/ TAMPO RECLINAVEL;Wellington;TÈcnico em EletrÙnica;R$ 312,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;TÈcnico em EletrÙnica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Wellington;TÈcnico em EletrÙnica;R$ 327,00 
04/05/2021;MESA PARA INFORM√ÅTICA - L166 ARTICO -;Wellington;TÈcnico em MecatrÙnica;R$ 327,00 
24/04/2021;PAINEL SIMULADOR DE ELETROHIDR√ÅULICA - FESTO;Wellington;TÈcnico em EletrÙnica;R$ 38.480,00 
23/04/2021;PAQU√çMETRO QUADRID.UNIV. 150MM-0,05MM - MITUTOYO;Wellington;TÈcnico em MecatrÙnica;R$ 74,98 
23/04/2021;MESA OVAL PARA REUNI√ÉO;Wellington;TÈcnico em EletrÙnica;R$ 638,00 
23/04/2021;MESA DE TRABALHO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 493,00 
23/04/2021;ARM√ÅRIO PARA VESTI√ÅRIO EM LAMINADO;Wellington;TÈcnico em EletrÙnica;R$ 974,00 
23/04/2021;ARM√ÅRIO PARA VESTI√ÅRIO EM LAMINADO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 974,00 
23/04/2021;ARM√ÅRIO PARA VESTI√ÅRIO EM LAMINADO;Wellington;TÈcnico em MecatrÙnica;R$ 974,00 
22/04/2021;CONJUNTO DE TORRE DE MOTORES (ANEXO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 2.657,00 
17/04/2021;ESTA√á√ÉO ANALOG DE RETRABALHO;Wellington;TÈcnico em MecatrÙnica;R$ 180,00 
17/04/2021;ESTA√á√ÉO ANALOG DE RETRABALHO;Wellington;TÈcnico em MecatrÙnica;R$ 180,00 
17/04/2021;MULTIMETRO MINIPA ET-1110;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 60,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em MecatrÙnica;R$ 40,00 
17/04/2021;VENTILADOR PAREDE;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em MecatrÙnica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em MecatrÙnica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em EletrÙnica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Wellington;TÈcnico em MecatrÙnica;R$ 40,00 
15/04/2021;CONJUNTO P/ ESTUDOS DE SENSORES MANUF.;Wellington;TÈcnico em MecatrÙnica;R$ 12.658,00 
13/04/2021;PAINEL PARA ALIMENTA√á√ÉO DE BANCADA- EDUTEC;Wellington;TÈcnico em EletrÙnica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTA√á√ÉO DE BANCADA- EDUTEC;Wellington;TÈcnico em MecatrÙnica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTA√á√ÉO DE BANCADA- EDUTEC;Wellington;TÈcnico em EletrÙnica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTA√á√ÉO DE BANCADA- EDUTEC;Wellington;TÈcnico em EletrÙnica;R$ 730,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em EletrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em EletrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em EletrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em EletrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em EletrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em MecatrÙnica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS D;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.194,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.060,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Wellington;TÈcnico em EletrÙnica;R$ 1.060,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Wellington;TÈcnico em EletrÙnica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Wellington;TÈcnico em EletrÙnica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Wellington;TÈcnico em MecatrÙnica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Wellington;TÈcnico em EletrÙnica;R$ 1.194,00 
10/03/2021;CONJ.MANIPULADOR ELETROPNEUM√ÅTICO - FESTO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 2.740,00 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Wellington;TÈcnico em EletrÙnica;R$ 1.092,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 1.669,50 
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Wellington;TÈcnico em MecatrÙnica;R$ 169,24 
18/02/2021;CHAVES SOQUETE 10 A 32MM  24P- BELZER ITMA;Wellington;TÈcnico em EletrÙnica;R$ 169,24 
13/02/2021;IMPRESSORA JATO DE TINTA A4 - WIRELESS HP;Wellington;TÈcnico em MecatrÙnica;R$ 585,29 
09/02/2021;PRATELEIRA P/ESTATOR-ROTOR ELETRICID.TIRMIS;Wellington;TÈcnico em MecatrÙnica;R$ 1.335,00 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Wellington;TÈcnico em EletrÙnica;R$ 605,79 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;TÈcnico em MecatrÙnica;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 385,00 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Wellington;TÈcnico em EletrÙnica;R$ 385,00 
28/01/2021;LUPA COM LUMINARIA 8X - ARTICULADA LP500;Wellington;TÈcnico em EletrÙnica;R$ 92,00 
28/01/2021;LUPA COM LUMINARIA 8X - ARTICULADA LP500;Wellington;TÈcnico em MecatrÙnica;R$ 92,00 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 97,75 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em MecatrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em EletrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em MecatrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em MecatrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em MecatrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em EletrÙnica;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Wellington;TÈcnico em MecatrÙnica;R$ 294,00 
22/01/2021;SISTEMA P/TREIN. AUTOMA√á√ÉO EL√âTRICA PREDIAL;Wellington;TÈcnico em EletrÙnica;R$ 5.000,00 
22/01/2021;SISTEMA P/TREIN. AUTOMA√á√ÉO EL√âTRICA PREDIAL;Wellington;TÈcnico em MecatrÙnica;R$ 5.000,00 
19/01/2021;VARIADOR DE TENS√ÉO PORTAT.TRIF√ÅSICO 6(A) YNC;Wellington;TÈcnico em MecatrÙnica;R$ 1.149,00 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em MecatrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em EletrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em MecatrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Wellington;TÈcnico em EletrÙnica;R$ 387,50 
31/12/2020;MAQUINA ELETROEROS√ÉO A FIO ROBOFIL 240SLP;Wellington;TÈcnico em MecatrÙnica;R$ 292.231,78 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Wellington;TÈcnico em EletrÙnica;R$ 1.220,00 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Wellington;TÈcnico em EletrÙnica;R$ 1.220,00 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Wellington;TÈcnico em EletrÙnica;R$ 1.220,00 
22/12/2020;TRANSFORMADOR TRIF√ÅSICO DID√ÅTICO OPUS;Wellington;TÈcnico em MecatrÙnica;R$ 299,00 
22/12/2020;TRANSFORMADOR TRIF√ÅSICO DID√ÅTICO OPUS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 37,10 
22/12/2020;TERM√îMETRO DIGITAL C/MIRA LASER ICEL TD961;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 133,00 
22/12/2020;MEG√îHMETRO DIGITAL ICEL MG3000;Wellington;TÈcnico em MecatrÙnica;R$ 287,00 
22/12/2020;MEG√îHMETRO DIGITAL ICEL MG3000;Wellington;TÈcnico em MecatrÙnica;R$ 287,00 
22/12/2020;ESTA√á√ÉO DE SOLDAGEM 200 A 450 GRAUS C;Wellington;TÈcnico em EletrÙnica;R$ 145,00 
19/12/2020;ALICATE BOMBA D√ÅGUA 250MM (10P);Wellington;TÈcnico em EletrÙnica;R$ 11,38 
17/12/2020;ALICATE PRESS√ÉO 10P BICO CURVO BELZER;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 20,10 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Wellington;TÈcnico em MecatrÙnica;R$ 36,30 
10/12/2020;ALICATE PRENSAR TERMINAS 0,5-6MM2 HT301;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 54,30 
10/12/2020;JOGO CHAVES ESTRELA 6A32MM TRAMONTINA;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 137,90 
10/12/2020;REBITADOR POP 4 PONTAS FEELING;Wellington;TÈcnico em MecatrÙnica;R$ 9,90 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Wellington;TÈcnico em Desenvolvimento de Sistemas;R$ 371,00 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Wellington;TÈcnico em EletrÙnica;R$ 371,00 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Wellington;TÈcnico em EletrÙnica;R$ 371,00 
01/12/2020;MOTOR TRIFASICO DE INDU√á√ÉO KCEL ME1977;Wellington;TÈcnico em EletrÙnica;R$ 217,59 
01/12/2020;MOTOR TRIFASICO DE INDU√á√ÉO KCEL ME1977;Wellington;TÈcnico em MecatrÙnica;R$ 217,59 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Wellington;TÈcnico em MecatrÙnica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Wellington;TÈcnico em EletrÙnica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Wellington;TÈcnico em MecatrÙnica;R$ 17,90 
27/11/2020;JOGO CHAVE FIXA 12 PE√áAS 6 A 32MM - VONDER;Wellington;TÈcnico em MecatrÙnica;R$ 92,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Wellington;TÈcnico em EletrÙnica;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Wellington;TÈcnico em MecatrÙnica;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Wellington;TÈcnico em MecatrÙnica;R$ 387,00 
